ID,Code,Variable,Where
1569,0,floorMaterial,M
1569,4,lajas,NA
1569,2,tepetate,NA
1569,4,cascajo,NA
1569,22,stoneDist,NA
1569,6,stoneQuant,NA
1569,2,intrusiveSherd,NA
1569,6,ceramicAbundance,NA
1569,0,wallCoreOthMat,M
1569,0,wallCoreStone,M
1569,0,wallFacing,M
1569,48,cropWater,NA
1569,142,analysisYear,NA
1569,134,analysisQuarter,NA
1569,11,slope,NA
1569,142,collectionYear,NA
1569,134,collectionQuarter,NA
1569,136,boundInfoQual,NA
157,12,erosion,NA
157,0,fallow,M
157,0,uncultivate,M
157,18,constructQual,NA
157,0,floorMaterial,M
157,0,plowing,M
157,24,stoneDist,NA
157,8,stoneQuant,NA
157,2,intrusiveSherd,NA
157,5,ceramicAbundance,NA
157,0,milpa,M
157,0,barley,M
157,0,beans,M
157,0,alfalfaCut,M
157,0,alfalfaUncut,M
157,0,nopales,M
157,0,magueys,M
157,0,wallCoreStone,M
157,0,wallFacing,M
157,0,cropWater,M
157,143,analysisYear,NA
157,134,analysisQuarter,NA
157,6,slope,NA
157,143,collectionYear,NA
157,134,collectionQuarter,NA
157,138,boundInfoQual,NA
1570,4,erosion,NA
1570,12,uncultivate,NA
1570,19,constructQual,NA
1570,0,floorMaterial,M
1570,4,lajas,NA
1570,6,tepetate,NA
1570,1,cascajo,NA
1570,22,stoneDist,NA
1570,8,stoneQuant,NA
1570,2,intrusiveSherd,NA
1570,9,ceramicAbundance,NA
1570,0,wallCoreOthMat,M
1570,0,wallCoreStone,M
1570,0,wallFacing,M
1570,48,cropWater,NA
1570,142,analysisYear,NA
1570,134,analysisQuarter,NA
1570,11,slope,NA
1570,142,collectionYear,NA
1570,134,collectionQuarter,NA
1570,136,boundInfoQual,NA
1571,1,recentBuild,NA
1571,4,erosion,NA
1571,12,uncultivate,NA
1571,12,terracing,NA
1571,12,stoneRows,NA
1571,11,siteAlteration,NA
1571,19,constructQual,NA
1571,0,floorMaterial,M
1571,6,tepetate,NA
1571,1,cascajo,NA
1571,1,concrete,NA
1571,1,plasterUnpaint,NA
1571,24,stoneDist,NA
1571,8,stoneQuant,NA
1571,2,intrusiveSherd,NA
1571,6,ceramicAbundance,NA
1571,0,wallCoreOthMat,M
1571,0,wallCoreStone,M
1571,0,wallFacing,M
1571,48,cropWater,NA
1571,142,analysisYear,NA
1571,134,analysisQuarter,NA
1571,11,slope,NA
1571,142,collectionYear,NA
1571,134,collectionQuarter,NA
1571,136,boundInfoQual,NA
1572,1,wells,NA
1572,12,uncultivate,NA
1572,12,stoneRows,NA
1572,19,constructQual,NA
1572,0,floorMaterial,M
1572,4,lajas,NA
1572,2,tepetate,NA
1572,1,cascajo,NA
1572,22,stoneDist,NA
1572,8,stoneQuant,NA
1572,2,intrusiveSherd,NA
1572,7,ceramicAbundance,NA
1572,0,wallCoreOthMat,M
1572,0,wallCoreStone,M
1572,0,wallFacing,M
1572,48,cropWater,NA
1572,142,analysisYear,NA
1572,134,analysisQuarter,NA
1572,11,slope,NA
1572,142,collectionYear,NA
1572,134,collectionQuarter,NA
1572,0,boundInfoQual,M
1573,1,recentBuild,NA
1573,1,wells,NA
1573,12,stoneRows,NA
1573,11,siteAlteration,NA
1573,19,constructQual,NA
1573,0,floorMaterial,M
1573,6,lajas,NA
1573,6,tepetate,NA
1573,8,cascajo,NA
1573,44,plowing,NA
1573,22,stoneDist,NA
1573,8,stoneQuant,NA
1573,2,intrusiveSherd,NA
1573,8,ceramicAbundance,NA
1573,1,milpa,NA
1573,1,barley,NA
1573,0,wallCoreOthMat,M
1573,0,wallCoreStone,M
1573,0,wallFacing,M
1573,48,cropWater,NA
1573,142,analysisYear,NA
1573,134,analysisQuarter,NA
1573,11,slope,NA
1573,142,collectionYear,NA
1573,134,collectionQuarter,NA
1573,136,boundInfoQual,NA
1574,1,recentBuild,NA
1574,4,erosion,NA
1574,12,ditching,NA
1574,12,stoneRows,NA
1574,11,siteAlteration,NA
1574,19,constructQual,NA
1574,0,floorMaterial,M
1574,4,tepetate,NA
1574,1,cascajo,NA
1574,44,plowing,NA
1574,22,stoneDist,NA
1574,6,stoneQuant,NA
1574,2,intrusiveSherd,NA
1574,8,ceramicAbundance,NA
1574,1,milpa,NA
1574,1,alfalfaUncut,NA
1574,0,wallCoreOthMat,M
1574,0,wallCoreStone,M
1574,0,wallFacing,M
1574,48,cropWater,NA
1574,142,analysisYear,NA
1574,134,analysisQuarter,NA
1574,11,slope,NA
1574,142,collectionYear,NA
1574,134,collectionQuarter,NA
1574,136,boundInfoQual,NA
1575,4,erosion,NA
1575,12,fallow,NA
1575,12,roadOrRail,NA
1575,13,stoneRows,NA
1575,19,constructQual,NA
1575,0,floorMaterial,M
1575,8,lajas,NA
1575,10,tepetate,NA
1575,1,concrete,NA
1575,1,burntClay,NA
1575,44,plowing,NA
1575,25,stoneDist,NA
1575,10,stoneQuant,NA
1575,2,intrusiveSherd,NA
1575,8,ceramicAbundance,NA
1575,0,wallCoreOthMat,M
1575,0,wallCoreStone,M
1575,0,wallFacing,M
1575,48,cropWater,NA
1575,142,analysisYear,NA
1575,134,analysisQuarter,NA
1575,11,slope,NA
1575,142,collectionYear,NA
1575,134,collectionQuarter,NA
1575,136,boundInfoQual,NA
1576,12,uncultivate,NA
1576,12,roadOrRail,NA
1576,19,constructQual,NA
1576,0,floorMaterial,M
1576,6,lajas,NA
1576,8,cascajo,NA
1576,22,stoneDist,NA
1576,8,stoneQuant,NA
1576,0,intrusiveSherd,M
1576,0,ceramicAbundance,M
1576,0,wallCoreOthMat,M
1576,0,wallCoreStone,M
1576,0,wallFacing,M
1576,48,cropWater,NA
1576,0,analysisYear,M
1576,0,analysisQuarter,M
1576,11,slope,NA
1576,142,collectionYear,NA
1576,134,collectionQuarter,NA
1576,0,boundInfoQual,M
1577,12,uncultivate,NA
1577,12,stoneRows,NA
1577,12,silting,NA
1577,0,constructQual,M
1577,0,floorMaterial,M
1577,4,lajas,NA
1577,22,stoneDist,NA
1577,8,stoneQuant,NA
1577,0,intrusiveSherd,M
1577,0,ceramicAbundance,M
1577,0,wallCoreOthMat,M
1577,0,wallCoreStone,M
1577,0,wallFacing,M
1577,48,cropWater,NA
1577,0,analysisYear,M
1577,0,analysisQuarter,M
1577,11,slope,NA
1577,142,collectionYear,NA
1577,134,collectionQuarter,NA
1577,0,boundInfoQual,M
1578,12,uncultivate,NA
1578,12,stoneRows,NA
1578,19,constructQual,NA
1578,0,floorMaterial,M
1578,8,lajas,NA
1578,4,tepetate,NA
1578,8,cascajo,NA
1578,22,stoneDist,NA
1578,10,stoneQuant,NA
1578,0,intrusiveSherd,M
1578,0,ceramicAbundance,M
1578,0,wallCoreOthMat,M
1578,0,wallCoreStone,M
1578,0,wallFacing,M
1578,48,cropWater,NA
1578,0,analysisYear,M
1578,0,analysisQuarter,M
1578,11,slope,NA
1578,142,collectionYear,NA
1578,0,collectionQuarter,M
1578,137,boundInfoQual,NA
1579,0,constructQual,M
1579,0,floorMaterial,M
1579,6,lajas,NA
1579,4,tepetate,NA
1579,1,cascajo,NA
1579,22,stoneDist,NA
1579,8,stoneQuant,NA
1579,0,intrusiveSherd,M
1579,0,ceramicAbundance,M
1579,0,wallCoreOthMat,M
1579,0,wallCoreStone,M
1579,0,wallFacing,M
1579,48,cropWater,NA
1579,0,analysisYear,M
1579,0,analysisQuarter,M
1579,11,slope,NA
1579,142,collectionYear,NA
1579,134,collectionQuarter,NA
1579,0,boundInfoQual,M
158,4,erosion,NA
158,12,uncultivate,NA
158,18,constructQual,NA
158,0,floorMaterial,M
158,1,lajas,NA
158,22,stoneDist,NA
158,8,stoneQuant,NA
158,2,intrusiveSherd,NA
158,4,ceramicAbundance,NA
158,0,wallCoreStone,M
158,0,wallFacing,M
158,0,cropWater,M
158,143,analysisYear,NA
158,134,analysisQuarter,NA
158,6,slope,NA
158,143,collectionYear,NA
158,134,collectionQuarter,NA
158,138,boundInfoQual,NA
1580,1,recentBuild,NA
1580,4,erosion,NA
1580,52,floors,NA
1580,52,walls,NA
1580,12,roadOrRail,NA
1580,0,siteAlteration,M
1580,19,constructQual,NA
1580,0,floorMaterial,M
1580,4,lajas,NA
1580,8,tepetate,NA
1580,1,cascajo,NA
1580,44,plowing,NA
1580,22,stoneDist,NA
1580,8,stoneQuant,NA
1580,2,intrusiveSherd,NA
1580,8,ceramicAbundance,NA
1580,1,milpa,NA
1580,0,wallCoreOthMat,M
1580,0,wallCoreStone,M
1580,0,wallFacing,M
1580,48,cropWater,NA
1580,142,analysisYear,NA
1580,134,analysisQuarter,NA
1580,11,slope,NA
1580,142,collectionYear,NA
1580,134,collectionQuarter,NA
1580,136,boundInfoQual,NA
1581,1,landLeveling,NA
1581,53,floors,NA
1581,51,taludes,NA
1581,12,fallow,NA
1581,12,roadOrRail,NA
1581,12,stoneRows,NA
1581,6,siteAlteration,NA
1581,19,constructQual,NA
1581,30,floorMaterial,NA
1581,6,lajas,NA
1581,4,tepetate,NA
1581,8,cascajo,NA
1581,1,concrete,NA
1581,44,plowing,NA
1581,22,stoneDist,NA
1581,6,stoneQuant,NA
1581,2,intrusiveSherd,NA
1581,6,ceramicAbundance,NA
1581,1,magueys,NA
1581,1,wallCoreStone,NA
1581,30,wallFacing,NA
1581,48,cropWater,NA
1581,144,analysisYear,NA
1581,135,analysisQuarter,NA
1581,11,slope,NA
1581,144,collectionYear,NA
1581,135,collectionQuarter,NA
1581,136,boundInfoQual,NA
1582,4,erosion,NA
1582,53,floors,NA
1582,52,walls,NA
1582,0,fallow,M
1582,0,uncultivate,M
1582,12,pitLoot,NA
1582,19,constructQual,NA
1582,30,floorMaterial,NA
1582,8,lajas,NA
1582,4,tepetate,NA
1582,8,cascajo,NA
1582,1,concrete,NA
1582,1,plasterPaint,NA
1582,1,plasterUnpaint,NA
1582,22,stoneDist,NA
1582,7,stoneQuant,NA
1582,2,intrusiveSherd,NA
1582,5,ceramicAbundance,NA
1582,1,wallCoreStone,NA
1582,0,wallFacing,M
1582,48,cropWater,NA
1582,144,analysisYear,NA
1582,135,analysisQuarter,NA
1582,11,slope,NA
1582,144,collectionYear,NA
1582,135,collectionQuarter,NA
1582,136,boundInfoQual,NA
1583,4,erosion,NA
1583,52,floors,NA
1583,52,walls,NA
1583,12,fallow,NA
1583,12,pitLoot,NA
1583,12,roadOrRail,NA
1583,6,siteAlteration,NA
1583,19,constructQual,NA
1583,30,floorMaterial,NA
1583,8,lajas,NA
1583,8,tepetate,NA
1583,8,cascajo,NA
1583,22,stoneDist,NA
1583,8,stoneQuant,NA
1583,2,intrusiveSherd,NA
1583,5,ceramicAbundance,NA
1583,1,magueys,NA
1583,1,wallCoreStone,NA
1583,48,cropWater,NA
1583,144,analysisYear,NA
1583,135,analysisQuarter,NA
1583,11,slope,NA
1583,144,collectionYear,NA
1583,135,collectionQuarter,NA
1583,136,boundInfoQual,NA
1584,4,erosion,NA
1584,1,landLeveling,NA
1584,12,fallow,NA
1584,12,roadOrRail,NA
1584,6,siteAlteration,NA
1584,19,constructQual,NA
1584,0,floorMaterial,M
1584,6,lajas,NA
1584,4,tepetate,NA
1584,8,cascajo,NA
1584,22,stoneDist,NA
1584,8,stoneQuant,NA
1584,2,intrusiveSherd,NA
1584,7,ceramicAbundance,NA
1584,0,wallCoreOthMat,M
1584,0,wallCoreStone,M
1584,0,wallFacing,M
1584,48,cropWater,NA
1584,144,analysisYear,NA
1584,135,analysisQuarter,NA
1584,11,slope,NA
1584,144,collectionYear,NA
1584,135,collectionQuarter,NA
1584,137,boundInfoQual,NA
1585,4,erosion,NA
1585,12,fallow,NA
1585,12,pitLoot,NA
1585,12,roadOrRail,NA
1585,19,constructQual,NA
1585,0,floorMaterial,M
1585,6,lajas,NA
1585,6,tepetate,NA
1585,10,cascajo,NA
1585,1,concrete,NA
1585,22,stoneDist,NA
1585,7,stoneQuant,NA
1585,2,intrusiveSherd,NA
1585,6,ceramicAbundance,NA
1585,1,magueys,NA
1585,0,wallCoreOthMat,M
1585,0,wallCoreStone,M
1585,0,wallFacing,M
1585,48,cropWater,NA
1585,144,analysisYear,NA
1585,135,analysisQuarter,NA
1585,11,slope,NA
1585,144,collectionYear,NA
1585,135,collectionQuarter,NA
1585,136,boundInfoQual,NA
1586,4,erosion,NA
1586,12,fallow,NA
1586,12,roadOrRail,NA
1586,19,constructQual,NA
1586,0,floorMaterial,M
1586,4,lajas,NA
1586,8,cascajo,NA
1586,22,stoneDist,NA
1586,5,stoneQuant,NA
1586,2,intrusiveSherd,NA
1586,6,ceramicAbundance,NA
1586,1,magueys,NA
1586,0,wallCoreOthMat,M
1586,0,wallCoreStone,M
1586,0,wallFacing,M
1586,48,cropWater,NA
1586,144,analysisYear,NA
1586,135,analysisQuarter,NA
1586,11,slope,NA
1586,144,collectionYear,NA
1586,135,collectionQuarter,NA
1586,0,boundInfoQual,M
1587,1,erosion,NA
1587,12,uncultivate,NA
1587,0,constructQual,M
1587,0,floorMaterial,M
1587,4,lajas,NA
1587,6,cascajo,NA
1587,22,stoneDist,NA
1587,5,stoneQuant,NA
1587,2,intrusiveSherd,NA
1587,5,ceramicAbundance,NA
1587,0,wallCoreOthMat,M
1587,0,wallCoreStone,M
1587,0,wallFacing,M
1587,48,cropWater,NA
1587,144,analysisYear,NA
1587,135,analysisQuarter,NA
1587,11,slope,NA
1587,144,collectionYear,NA
1587,135,collectionQuarter,NA
1587,0,boundInfoQual,M
1588,1,landLeveling,NA
1588,51,floors,NA
1588,12,pitLoot,NA
1588,12,roadOrRail,NA
1588,12,stoneRows,NA
1588,12,siteAlteration,NA
1588,19,constructQual,NA
1588,31,floorMaterial,NA
1588,8,lajas,NA
1588,8,tepetate,NA
1588,8,cascajo,NA
1588,1,concrete,NA
1588,1,plasterUnpaint,NA
1588,44,plowing,NA
1588,25,stoneDist,NA
1588,10,stoneQuant,NA
1588,2,intrusiveSherd,NA
1588,5,ceramicAbundance,NA
1588,1,milpa,NA
1588,1,beans,NA
1588,0,wallFacing,M
1588,48,cropWater,NA
1588,144,analysisYear,NA
1588,135,analysisQuarter,NA
1588,11,slope,NA
1588,144,collectionYear,NA
1588,135,collectionQuarter,NA
1588,136,boundInfoQual,NA
1589,1,recentBuild,NA
1589,4,erosion,NA
1589,1,landLeveling,NA
1589,51,floors,NA
1589,16,walls,NA
1589,12,pitLoot,NA
1589,12,roadOrRail,NA
1589,12,stoneRows,NA
1589,6,siteAlteration,NA
1589,19,constructQual,NA
1589,30,floorMaterial,NA
1589,8,lajas,NA
1589,6,tepetate,NA
1589,8,xalnene,NA
1589,8,cascajo,NA
1589,1,concrete,NA
1589,1,plasterUnpaint,NA
1589,44,plowing,NA
1589,25,stoneDist,NA
1589,10,stoneQuant,NA
1589,2,intrusiveSherd,NA
1589,5,ceramicAbundance,NA
1589,1,milpa,NA
1589,1,beans,NA
1589,0,wallCoreOthMat,M
1589,0,wallFacing,M
1589,48,cropWater,NA
1589,144,analysisYear,NA
1589,135,analysisQuarter,NA
1589,11,slope,NA
1589,144,collectionYear,NA
1589,135,collectionQuarter,NA
1589,136,boundInfoQual,NA
159,12,erosion,NA
159,12,uncultivate,NA
159,18,constructQual,NA
159,0,floorMaterial,M
159,4,lajas,NA
159,22,stoneDist,NA
159,4,stoneQuant,NA
159,2,intrusiveSherd,NA
159,7,ceramicAbundance,NA
159,0,wallCoreStone,M
159,0,wallFacing,M
159,48,cropWater,NA
159,143,analysisYear,NA
159,134,analysisQuarter,NA
159,6,slope,NA
159,143,collectionYear,NA
159,134,collectionQuarter,NA
159,138,boundInfoQual,NA
1590,1,recentBuild,NA
1590,4,erosion,NA
1590,1,landLeveling,NA
1590,12,fallow,NA
1590,12,pitLoot,NA
1590,12,roadOrRail,NA
1590,6,siteAlteration,NA
1590,19,constructQual,NA
1590,0,floorMaterial,M
1590,6,lajas,NA
1590,4,tepetate,NA
1590,8,cascajo,NA
1590,44,plowing,NA
1590,23,stoneDist,NA
1590,8,stoneQuant,NA
1590,2,intrusiveSherd,NA
1590,7,ceramicAbundance,NA
1590,1,magueys,NA
1590,0,wallCoreOthMat,M
1590,0,wallCoreStone,M
1590,0,wallFacing,M
1590,48,cropWater,NA
1590,144,analysisYear,NA
1590,135,analysisQuarter,NA
1590,11,slope,NA
1590,144,collectionYear,NA
1590,135,collectionQuarter,NA
1590,136,boundInfoQual,NA
1591,4,erosion,NA
1591,1,landLeveling,NA
1591,51,floors,NA
1591,12,fallow,NA
1591,12,pitLoot,NA
1591,6,siteAlteration,NA
1591,19,constructQual,NA
1591,30,floorMaterial,NA
1591,6,lajas,NA
1591,4,tepetate,NA
1591,8,cascajo,NA
1591,44,plowing,NA
1591,22,stoneDist,NA
1591,8,stoneQuant,NA
1591,2,intrusiveSherd,NA
1591,5,ceramicAbundance,NA
1591,1,milpa,NA
1591,0,wallCoreOthMat,M
1591,0,wallFacing,M
1591,48,cropWater,NA
1591,144,analysisYear,NA
1591,135,analysisQuarter,NA
1591,11,slope,NA
1591,144,collectionYear,NA
1591,135,collectionQuarter,NA
1591,136,boundInfoQual,NA
1592,1,recentBuild,NA
1592,52,floors,NA
1592,52,walls,NA
1592,12,fallow,NA
1592,12,roadOrRail,NA
1592,19,constructQual,NA
1592,30,floorMaterial,NA
1592,6,lajas,NA
1592,4,tepetate,NA
1592,6,cascajo,NA
1592,1,concrete,NA
1592,1,plasterUnpaint,NA
1592,22,stoneDist,NA
1592,10,stoneQuant,NA
1592,2,intrusiveSherd,NA
1592,4,ceramicAbundance,NA
1592,1,nopales,NA
1592,1,wallCoreStone,NA
1592,48,cropWater,NA
1592,144,analysisYear,NA
1592,135,analysisQuarter,NA
1592,11,slope,NA
1592,144,collectionYear,NA
1592,135,collectionQuarter,NA
1592,136,boundInfoQual,NA
1593,1,recentBuild,NA
1593,1,landLeveling,NA
1593,51,walls,NA
1593,12,roadOrRail,NA
1593,12,siteAlteration,NA
1593,19,constructQual,NA
1593,0,floorMaterial,M
1593,4,lajas,NA
1593,4,tepetate,NA
1593,8,cascajo,NA
1593,1,concrete,NA
1593,1,plasterUnpaint,NA
1593,44,plowing,NA
1593,22,stoneDist,NA
1593,8,stoneQuant,NA
1593,2,intrusiveSherd,NA
1593,6,ceramicAbundance,NA
1593,1,milpa,NA
1593,1,magueys,NA
1593,1,wallCoreStone,NA
1593,32,wallFacing,NA
1593,48,cropWater,NA
1593,144,analysisYear,NA
1593,135,analysisQuarter,NA
1593,11,slope,NA
1593,144,collectionYear,NA
1593,135,collectionQuarter,NA
1593,136,boundInfoQual,NA
1594,1,landLeveling,NA
1594,12,pitCultivate,NA
1594,6,siteAlteration,NA
1594,19,constructQual,NA
1594,0,floorMaterial,M
1594,6,lajas,NA
1594,4,tepetate,NA
1594,8,cascajo,NA
1594,44,plowing,NA
1594,22,stoneDist,NA
1594,7,stoneQuant,NA
1594,2,intrusiveSherd,NA
1594,7,ceramicAbundance,NA
1594,1,milpa,NA
1594,1,nopales,NA
1594,0,wallCoreOthMat,M
1594,0,wallCoreStone,M
1594,0,wallFacing,M
1594,48,cropWater,NA
1594,144,analysisYear,NA
1594,135,analysisQuarter,NA
1594,11,slope,NA
1594,144,collectionYear,NA
1594,135,collectionQuarter,NA
1594,137,boundInfoQual,NA
1595,1,landLeveling,NA
1595,6,siteAlteration,NA
1595,18,constructQual,NA
1595,0,floorMaterial,M
1595,6,cascajo,NA
1595,44,plowing,NA
1595,22,stoneDist,NA
1595,4,stoneQuant,NA
1595,2,intrusiveSherd,NA
1595,4,ceramicAbundance,NA
1595,1,milpa,NA
1595,0,wallCoreOthMat,M
1595,0,wallCoreStone,M
1595,0,wallFacing,M
1595,48,cropWater,NA
1595,144,analysisYear,NA
1595,135,analysisQuarter,NA
1595,11,slope,NA
1595,144,collectionYear,NA
1595,135,collectionQuarter,NA
1595,0,boundInfoQual,M
1596,4,erosion,NA
1596,1,landLeveling,NA
1596,12,roadOrRail,NA
1596,6,siteAlteration,NA
1596,19,constructQual,NA
1596,0,floorMaterial,M
1596,4,lajas,NA
1596,6,cascajo,NA
1596,44,plowing,NA
1596,22,stoneDist,NA
1596,4,stoneQuant,NA
1596,2,intrusiveSherd,NA
1596,6,ceramicAbundance,NA
1596,1,milpa,NA
1596,0,wallCoreOthMat,M
1596,0,wallCoreStone,M
1596,0,wallFacing,M
1596,48,cropWater,NA
1596,144,analysisYear,NA
1596,135,analysisQuarter,NA
1596,11,slope,NA
1596,144,collectionYear,NA
1596,135,collectionQuarter,NA
1596,0,boundInfoQual,M
1597,12,uncultivate,NA
1597,0,constructQual,M
1597,0,floorMaterial,M
1597,22,stoneDist,NA
1597,4,stoneQuant,NA
1597,3,intrusiveSherd,NA
1597,0,ceramicAbundance,M
1597,0,wallCoreOthMat,M
1597,0,wallCoreStone,M
1597,0,wallFacing,M
1597,48,cropWater,NA
1597,144,analysisYear,NA
1597,135,analysisQuarter,NA
1597,11,slope,NA
1597,144,collectionYear,NA
1597,135,collectionQuarter,NA
1597,0,boundInfoQual,M
1598,0,recentBuild,M
1598,0,erosion,M
1598,0,pitMisc,M
1598,14,archaeoExcRest,NA
1598,0,landLeveling,M
1598,0,floors,M
1598,0,walls,M
1598,0,drainSitu,M
1598,0,wallFixSitu,M
1598,53,murals,NA
1598,53,columns,NA
1598,0,taludes,M
1598,0,tableros,M
1598,0,wells,M
1598,0,jaguey,M
1598,0,puestos,M
1598,0,freeStandWall,M
1598,0,burnedStruct,M
1598,0,fallow,M
1598,0,uncultivate,M
1598,0,pitCultivate,M
1598,0,pitLoot,M
1598,0,quarrying,M
1598,0,stoneClearing,M
1598,0,terracing,M
1598,0,ditching,M
1598,0,roadOrRail,M
1598,0,recentWall,M
1598,0,stoneRows,M
1598,0,dam,M
1598,0,jagueyMod,M
1598,0,silting,M
1598,0,siteAlteration,M
1598,20,constructQual,NA
1598,0,floorMaterial,M
1598,0,lajas,M
1598,0,tepetate,M
1598,0,adobe,M
1598,0,xalnene,M
1598,0,cascajo,M
1598,0,concrete,M
1598,0,plasterPaint,M
1598,0,plasterUnpaint,M
1598,0,burntClay,M
1598,0,plowing,M
1598,0,stoneDist,M
1598,0,stoneQuant,M
1598,0,intrusiveSherd,M
1598,0,ceramicAbundance,M
1598,0,milpa,M
1598,0,barley,M
1598,0,beans,M
1598,0,alfalfaCut,M
1598,0,alfalfaUncut,M
1598,0,nopales,M
1598,0,magueys,M
1598,0,wallCoreOthMat,M
1598,0,wallCoreStone,M
1598,0,wallFacing,M
1598,0,cropWater,M
1598,0,analysisYear,M
1598,0,analysisQuarter,M
1598,0,slope,M
1598,0,collectionYear,M
1598,0,collectionQuarter,M
1598,136,boundInfoQual,NA
1599,0,recentBuild,M
1599,0,erosion,M
1599,0,pitMisc,M
1599,12,archaeoExcRest,NA
1599,0,landLeveling,M
1599,0,floors,M
1599,52,walls,NA
1599,0,drainSitu,M
1599,0,wallFixSitu,M
1599,53,murals,NA
1599,0,columns,M
1599,0,taludes,M
1599,0,tableros,M
1599,0,wells,M
1599,0,jaguey,M
1599,0,puestos,M
1599,0,freeStandWall,M
1599,0,burnedStruct,M
1599,0,fallow,M
1599,0,uncultivate,M
1599,0,pitCultivate,M
1599,0,pitLoot,M
1599,0,quarrying,M
1599,0,stoneClearing,M
1599,0,terracing,M
1599,0,ditching,M
1599,0,roadOrRail,M
1599,0,recentWall,M
1599,0,stoneRows,M
1599,0,dam,M
1599,0,jagueyMod,M
1599,0,silting,M
1599,0,siteAlteration,M
1599,19,constructQual,NA
1599,0,floorMaterial,M
1599,0,lajas,M
1599,0,tepetate,M
1599,0,adobe,M
1599,0,xalnene,M
1599,0,cascajo,M
1599,0,concrete,M
1599,0,plasterPaint,M
1599,0,plasterUnpaint,M
1599,0,burntClay,M
1599,0,plowing,M
1599,0,stoneDist,M
1599,0,stoneQuant,M
1599,0,intrusiveSherd,M
1599,0,ceramicAbundance,M
1599,0,milpa,M
1599,0,barley,M
1599,0,beans,M
1599,0,alfalfaCut,M
1599,0,alfalfaUncut,M
1599,0,nopales,M
1599,0,magueys,M
1599,0,wallCoreOthMat,M
1599,0,wallCoreStone,M
1599,0,wallFacing,M
1599,0,cropWater,M
1599,0,analysisYear,M
1599,0,analysisQuarter,M
1599,0,slope,M
1599,0,collectionYear,M
1599,0,collectionQuarter,M
1599,137,boundInfoQual,NA
16,15,erosion,NA
16,11,uncultivate,NA
16,11,recentWall,NA
16,12,silting,NA
16,0,constructQual,M
16,0,floorMaterial,M
16,4,lajas,NA
16,22,stoneDist,NA
16,4,stoneQuant,NA
16,2,intrusiveSherd,NA
16,4,ceramicAbundance,NA
16,1,nopales,NA
16,0,wallCoreOthMat,M
16,0,wallCoreStone,M
16,0,wallFacing,M
16,48,cropWater,NA
16,147,analysisYear,NA
16,132,analysisQuarter,NA
16,11,slope,NA
16,141,collectionYear,NA
16,134,collectionQuarter,NA
16,0,boundInfoQual,M
160,0,erosion,M
160,12,uncultivate,NA
160,18,constructQual,NA
160,0,floorMaterial,M
160,4,lajas,NA
160,22,stoneDist,NA
160,8,stoneQuant,NA
160,2,intrusiveSherd,NA
160,5,ceramicAbundance,NA
160,0,wallCoreStone,M
160,0,wallFacing,M
160,48,cropWater,NA
160,143,analysisYear,NA
160,134,analysisQuarter,NA
160,6,slope,NA
160,143,collectionYear,NA
160,134,collectionQuarter,NA
160,138,boundInfoQual,NA
1600,0,recentBuild,M
1600,0,erosion,M
1600,0,pitMisc,M
1600,14,archaeoExcRest,NA
1600,0,landLeveling,M
1600,0,floors,M
1600,0,walls,M
1600,0,drainSitu,M
1600,0,wallFixSitu,M
1600,53,murals,NA
1600,53,columns,NA
1600,0,taludes,M
1600,0,tableros,M
1600,0,wells,M
1600,0,jaguey,M
1600,0,puestos,M
1600,0,freeStandWall,M
1600,0,burnedStruct,M
1600,0,fallow,M
1600,0,uncultivate,M
1600,0,pitCultivate,M
1600,0,pitLoot,M
1600,0,quarrying,M
1600,0,stoneClearing,M
1600,0,terracing,M
1600,0,ditching,M
1600,0,roadOrRail,M
1600,0,recentWall,M
1600,0,stoneRows,M
1600,0,dam,M
1600,0,jagueyMod,M
1600,0,silting,M
1600,0,siteAlteration,M
1600,20,constructQual,NA
1600,0,floorMaterial,M
1600,0,lajas,M
1600,0,tepetate,M
1600,0,adobe,M
1600,0,xalnene,M
1600,0,cascajo,M
1600,0,concrete,M
1600,0,plasterPaint,M
1600,0,plasterUnpaint,M
1600,0,burntClay,M
1600,0,plowing,M
1600,0,stoneDist,M
1600,0,stoneQuant,M
1600,0,intrusiveSherd,M
1600,0,ceramicAbundance,M
1600,0,milpa,M
1600,0,barley,M
1600,0,beans,M
1600,0,alfalfaCut,M
1600,0,alfalfaUncut,M
1600,0,nopales,M
1600,0,magueys,M
1600,0,wallCoreOthMat,M
1600,0,wallCoreStone,M
1600,0,wallFacing,M
1600,0,cropWater,M
1600,0,analysisYear,M
1600,0,analysisQuarter,M
1600,0,slope,M
1600,0,collectionYear,M
1600,0,collectionQuarter,M
1600,136,boundInfoQual,NA
1601,4,erosion,NA
1601,19,constructQual,NA
1601,0,floorMaterial,M
1601,2,lajas,NA
1601,10,tepetate,NA
1601,44,plowing,NA
1601,25,stoneDist,NA
1601,6,stoneQuant,NA
1601,2,intrusiveSherd,NA
1601,6,ceramicAbundance,NA
1601,1,milpa,NA
1601,0,wallCoreOthMat,M
1601,0,wallCoreStone,M
1601,0,wallFacing,M
1601,49,cropWater,NA
1601,144,analysisYear,NA
1601,134,analysisQuarter,NA
1601,11,slope,NA
1601,140,collectionYear,NA
1601,135,collectionQuarter,NA
1601,136,boundInfoQual,NA
1602,1,recentBuild,NA
1602,4,erosion,NA
1602,1,landLeveling,NA
1602,12,ditching,NA
