"","ID","observation","code"
"670",168,"OXTOARC2",-1
"671",168,"PMICARC2",-1
"672",168,"XLMEARC2",-1
"673",169,"MCTLARC2",77
"674",169,"OXTOARC2",77
"675",169,"PMICARC2",77
"676",169,"XLMEARC2",77
"677",170,"MCTLARC2",77
"678",170,"OXTOARC2",77
"679",170,"PMICARC2",77
"680",170,"XLMEARC2",77
"681",171,"MCTLARC2",77
"682",171,"OXTOARC2",77
"683",171,"PMICARC2",77
"684",171,"XLMEARC2",77
"685",172,"MCTLARC2",-1
"686",172,"OXTOARC2",-1
"687",172,"PMICARC2",-1
"688",172,"XLMEARC2",-1
"689",173,"MCTLARC2",77
"690",173,"OXTOARC2",77
"691",173,"PMICARC2",77
"692",173,"XLMEARC2",77
"693",174,"MCTLARC2",77
"694",174,"OXTOARC2",-1
"695",174,"PMICARC2",77
"696",174,"XLMEARC2",77
"697",175,"MCTLARC2",77
"698",175,"OXTOARC2",77
"699",175,"PMICARC2",77
"700",175,"XLMEARC2",77
"701",176,"MCTLARC2",77
"702",176,"OXTOARC2",77
"703",176,"PMICARC2",77
"704",176,"XLMEARC2",77
"705",177,"MCTLARC2",77
"706",177,"OXTOARC2",77
"707",177,"PMICARC2",77
"708",177,"XLMEARC2",77
"709",178,"MCTLARC2",77
"710",178,"OXTOARC2",77
"711",178,"PMICARC2",77
"712",178,"XLMEARC2",77
"713",179,"MCTLARC2",77
"714",179,"OXTOARC2",77
"715",179,"PMICARC2",77
"716",179,"XLMEARC2",77
"717",180,"MCTLARC2",77
"718",180,"OXTOARC2",77
"719",180,"PMICARC2",77
"720",180,"XLMEARC2",77
"721",181,"MCTLARC2",-1
"722",181,"OXTOARC2",77
"723",181,"PMICARC2",77
"724",181,"XLMEARC2",77
"725",182,"MCTLARC2",-1
"726",182,"OXTOARC2",-1
"727",182,"PMICARC2",-1
"728",182,"XLMEARC2",-1
"729",183,"MCTLARC2",77
"730",183,"OXTOARC2",77
"731",183,"PMICARC2",77
"732",183,"XLMEARC2",-1
"733",184,"MCTLARC2",77
"734",184,"OXTOARC2",77
"735",184,"PMICARC2",77
"736",184,"XLMEARC2",77
"737",185,"MCTLARC2",77
"738",185,"OXTOARC2",77
"739",185,"PMICARC2",77
"740",185,"XLMEARC2",77
"741",186,"MCTLARC2",-1
"742",186,"OXTOARC2",77
"743",186,"PMICARC2",77
"744",186,"XLMEARC2",77
"745",187,"MCTLARC2",77
"746",187,"OXTOARC2",77
"747",187,"PMICARC2",77
"748",187,"XLMEARC2",77
"749",188,"MCTLARC2",77
"750",188,"OXTOARC2",77
"751",188,"PMICARC2",77
"752",188,"XLMEARC2",77
"753",189,"MCTLARC2",-1
"754",189,"OXTOARC2",77
"755",189,"PMICARC2",77
"756",189,"XLMEARC2",77
"757",190,"MCTLARC2",77
"758",190,"OXTOARC2",77
"759",190,"PMICARC2",77
"760",190,"XLMEARC2",77
"761",191,"MCTLARC2",77
"762",191,"OXTOARC2",77
"763",191,"PMICARC2",77
"764",191,"XLMEARC2",77
"765",192,"MCTLARC2",77
"766",192,"OXTOARC2",77
"767",192,"PMICARC2",77
"768",192,"XLMEARC2",77
"769",193,"MCTLARC2",77
"770",193,"OXTOARC2",77
"771",193,"PMICARC2",77
"772",193,"XLMEARC2",77
"773",194,"MCTLARC2",-1
"774",194,"OXTOARC2",-1
"775",194,"PMICARC2",-1
"776",194,"XLMEARC2",-1
"777",195,"MCTLARC2",77
"778",195,"OXTOARC2",77
"779",195,"PMICARC2",77
"780",195,"XLMEARC2",77
"781",196,"MCTLARC2",-1
"782",196,"OXTOARC2",-1
"783",196,"PMICARC2",-1
"784",196,"XLMEARC2",-1
"785",197,"MCTLARC2",77
"786",197,"OXTOARC2",77
"787",197,"PMICARC2",77
"788",197,"XLMEARC2",77
"789",198,"MCTLARC2",77
"790",198,"OXTOARC2",77
"791",198,"PMICARC2",77
"792",198,"XLMEARC2",77
"793",199,"MCTLARC2",77
"794",199,"OXTOARC2",77
"795",199,"PMICARC2",77
"796",199,"XLMEARC2",77
"797",200,"MCTLARC2",-1
"798",200,"OXTOARC2",-1
"799",200,"PMICARC2",-1
"800",200,"XLMEARC2",-1
"801",201,"MCTLARC2",77
"802",201,"OXTOARC2",77
"803",201,"PMICARC2",77
"804",201,"XLMEARC2",77
"805",202,"MCTLARC2",77
"806",202,"OXTOARC2",77
"807",202,"PMICARC2",77
"808",202,"XLMEARC2",77
"809",203,"MCTLARC2",77
"810",203,"OXTOARC2",77
"811",203,"PMICARC2",77
"812",203,"XLMEARC2",77
"813",204,"MCTLARC2",77
"814",204,"OXTOARC2",77
"815",204,"PMICARC2",77
